"RecordNumber","EventRecordId","TimeCreated","EventId","Level","Provider","Channel","ProcessId","ThreadId","Computer","ChunkNumber","UserId","MapDescription","UserName","RemoteHost","PayloadData1","PayloadData2","PayloadData3","PayloadData4","PayloadData5","PayloadData6","ExecutableInfo","HiddenRecord","SourceFile","Keywords","ExtraDataOffset","Payload"
"21","27509","2021-07-28 19:33:12.1427029","4624","LogAlways","Microsoft-Windows-Security-Auditing","Security","680","2804","ADDC01.testlab.local","0","","Successful logon","-\-"," (::1)","Target: TESTLAB.LOCAL\ADDC01$","LogonType 3","LogonId: 0x131830","AuthenticationPackageName: Kerberos","LogonProcessName: Kerberos","","-","False","C:\Users\IR\Downloads\golden.evtx","Audit success","0","{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-0-0""},{""@Name"":""SubjectUserName"",""#text"":""-""},{""@Name"":""SubjectDomainName"",""#text"":""-""},{""@Name"":""SubjectLogonId"",""#text"":""0x0""},{""@Name"":""TargetUserSid"",""#text"":""S-1-5-18""},{""@Name"":""TargetUserName"",""#text"":""ADDC01$""},{""@Name"":""TargetDomainName"",""#text"":""TESTLAB.LOCAL""},{""@Name"":""TargetLogonId"",""#text"":""0x131830""},{""@Name"":""LogonType"",""#text"":""3""},{""@Name"":""LogonProcessName"",""#text"":""Kerberos""},{""@Name"":""AuthenticationPackageName"",""#text"":""Kerberos""},{""@Name"":""WorkstationName""},{""@Name"":""LogonGuid"",""#text"":""04a8889f-a446-c084-eb0e-87279c4afdf3""},{""@Name"":""TransmittedServices"",""#text"":""-""},{""@Name"":""LmPackageName"",""#text"":""-""},{""@Name"":""KeyLength"",""#text"":""0""},{""@Name"":""ProcessId"",""#text"":""0x0""},{""@Name"":""ProcessName"",""#text"":""-""},{""@Name"":""IpAddress"",""#text"":""::1""},{""@Name"":""IpPort"",""#text"":""52091""},{""@Name"":""ImpersonationLevel"",""#text"":""%%1833""},{""@Name"":""RestrictedAdminMode"",""#text"":""-""},{""@Name"":""TargetOutboundUserName"",""#text"":""-""},{""@Name"":""TargetOutboundDomainName"",""#text"":""-""},{""@Name"":""VirtualAccount"",""#text"":""%%1843""},{""@Name"":""TargetLinkedLogonId"",""#text"":""0x0""},{""@Name"":""ElevatedToken"",""#text"":""%%1842""}]}}"
"22","27510","2021-07-28 19:33:12.1437585","4634","LogAlways","Microsoft-Windows-Security-Auditing","Security","680","876","ADDC01.testlab.local","0","","An account was logged off","","","Target: TESTLAB\ADDC01$","LogonType 3","LogonId: 0x131830","","","","","False","C:\Users\IR\Downloads\golden.evtx","Audit success","0","{""EventData"":{""Data"":[{""@Name"":""TargetUserSid"",""#text"":""S-1-5-18""},{""@Name"":""TargetUserName"",""#text"":""ADDC01$""},{""@Name"":""TargetDomainName"",""#text"":""TESTLAB""},{""@Name"":""TargetLogonId"",""#text"":""0x131830""},{""@Name"":""LogonType"",""#text"":""3""}]}}"
"23","27511","2021-07-28 19:33:17.4645465","4624","LogAlways","Microsoft-Windows-Security-Auditing","Security","680","844","ADDC01.testlab.local","0","","Successful logon","-\-"," (10.0.0.3)","Target: TESTLAB.LOCAL\WIN10CLIENT$","LogonType 3","LogonId: 0x131879","AuthenticationPackageName: Kerberos","LogonProcessName: Kerberos","","-","False","C:\Users\IR\Downloads\golden.evtx","Audit success","0","{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-0-0""},{""@Name"":""SubjectUserName"",""#text"":""-""},{""@Name"":""SubjectDomainName"",""#text"":""-""},{""@Name"":""SubjectLogonId"",""#text"":""0x0""},{""@Name"":""TargetUserSid"",""#text"":""S-1-5-21-2439045635-180506259-1748410918-1103""},{""@Name"":""TargetUserName"",""#text"":""WIN10CLIENT$""},{""@Name"":""TargetDomainName"",""#text"":""TESTLAB.LOCAL""},{""@Name"":""TargetLogonId"",""#text"":""0x131879""},{""@Name"":""LogonType"",""#text"":""3""},{""@Name"":""LogonProcessName"",""#text"":""Kerberos""},{""@Name"":""AuthenticationPackageName"",""#text"":""Kerberos""},{""@Name"":""WorkstationName""},{""@Name"":""LogonGuid"",""#text"":""527dc319-d155-5e54-0238-c188795f37c2""},{""@Name"":""TransmittedServices"",""#text"":""-""},{""@Name"":""LmPackageName"",""#text"":""-""},{""@Name"":""KeyLength"",""#text"":""0""},{""@Name"":""ProcessId"",""#text"":""0x0""},{""@Name"":""ProcessName"",""#text"":""-""},{""@Name"":""IpAddress"",""#text"":""10.0.0.3""},{""@Name"":""IpPort"",""#text"":""49793""},{""@Name"":""ImpersonationLevel"",""#text"":""%%1840""},{""@Name"":""RestrictedAdminMode"",""#text"":""-""},{""@Name"":""TargetOutboundUserName"",""#text"":""-""},{""@Name"":""TargetOutboundDomainName"",""#text"":""-""},{""@Name"":""VirtualAccount"",""#text"":""%%1843""},{""@Name"":""TargetLinkedLogonId"",""#text"":""0x0""},{""@Name"":""ElevatedToken"",""#text"":""%%1842""}]}}"
"24","27512","2021-07-28 19:33:31.8635200","4634","LogAlways","Microsoft-Windows-Security-Auditing","Security","680","844","ADDC01.testlab.local","0","","An account was logged off","","","Target: TESTLAB\WIN10CLIENT$","LogonType 3","LogonId: 0x131879","","","","","False","C:\Users\IR\Downloads\golden.evtx","Audit success","0","{""EventData"":{""Data"":[{""@Name"":""TargetUserSid"",""#text"":""S-1-5-21-2439045635-180506259-1748410918-1103""},{""@Name"":""TargetUserName"",""#text"":""WIN10CLIENT$""},{""@Name"":""TargetDomainName"",""#text"":""TESTLAB""},{""@Name"":""TargetLogonId"",""#text"":""0x131879""},{""@Name"":""LogonType"",""#text"":""3""}]}}"
"25","27513","2021-07-28 19:33:41.3766282","4624","LogAlways","Microsoft-Windows-Security-Auditing","Security","680","844","ADDC01.testlab.local","0","","Successful logon","TESTLAB\ADDC01$"," (-)","Target: NT AUTHORITY\SYSTEM","LogonType 5","LogonId: 0x3E7","AuthenticationPackageName: Negotiate","LogonProcessName: Advapi  ","","C:\Windows\System32\services.exe","False","C:\Users\IR\Downloads\golden.evtx","Audit success","0","{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-18""},{""@Name"":""SubjectUserName"",""#text"":""ADDC01$""},{""@Name"":""SubjectDomainName"",""#text"":""TESTLAB""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E7""},{""@Name"":""TargetUserSid"",""#text"":""S-1-5-18""},{""@Name"":""TargetUserName"",""#text"":""SYSTEM""},{""@Name"":""TargetDomainName"",""#text"":""NT AUTHORITY""},{""@Name"":""TargetLogonId"",""#text"":""0x3E7""},{""@Name"":""LogonType"",""#text"":""5""},{""@Name"":""LogonProcessName"",""#text"":""Advapi  ""},{""@Name"":""AuthenticationPackageName"",""#text"":""Negotiate""},{""@Name"":""WorkstationName""},{""@Name"":""LogonGuid"",""#text"":""00000000-0000-0000-0000-000000000000""},{""@Name"":""TransmittedServices"",""#text"":""-""},{""@Name"":""LmPackageName"",""#text"":""-""},{""@Name"":""KeyLength"",""#text"":""0""},{""@Name"":""ProcessId"",""#text"":""0x2A0""},{""@Name"":""ProcessName"",""#text"":""C:\\Windows\\System32\\services.exe""},{""@Name"":""IpAddress"",""#text"":""-""},{""@Name"":""IpPort"",""#text"":""-""},{""@Name"":""ImpersonationLevel"",""#text"":""%%1833""},{""@Name"":""RestrictedAdminMode"",""#text"":""-""},{""@Name"":""TargetOutboundUserName"",""#text"":""-""},{""@Name"":""TargetOutboundDomainName"",""#text"":""-""},{""@Name"":""VirtualAccount"",""#text"":""%%1843""},{""@Name"":""TargetLinkedLogonId"",""#text"":""0x0""},{""@Name"":""ElevatedToken"",""#text"":""%%1842""}]}}"
"26","27514","2021-07-28 19:33:41.3766329","4672","LogAlways","Microsoft-Windows-Security-Auditing","Security","680","844","ADDC01.testlab.local","0","","Administrative logon","NT AUTHORITY\SYSTEM (S-1-5-18)","","PrivilegeList: SeAssignPrimaryTokenPrivilege, SeTcbPrivilege, SeSecurityPrivilege, SeTakeOwnershipPrivilege, SeLoadDriverPrivilege, SeBackupPrivilege, SeRestorePrivilege, SeDebugPrivilege, SeAuditPrivilege, SeSystemEnvironmentPrivilege, SeImpersonatePrivilege, SeDelegateSessionUserImpersonatePrivilege","LogonId: 0x3E7","","","","","","False","C:\Users\IR\Downloads\golden.evtx","Audit success","0","{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-18""},{""@Name"":""SubjectUserName"",""#text"":""SYSTEM""},{""@Name"":""SubjectDomainName"",""#text"":""NT AUTHORITY""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E7""},{""@Name"":""PrivilegeList"",""#text"":""SeAssignPrimaryTokenPrivilege, SeTcbPrivilege, SeSecurityPrivilege, SeTakeOwnershipPrivilege, SeLoadDriverPrivilege, SeBackupPrivilege, SeRestorePrivilege, SeDebugPrivilege, SeAuditPrivilege, SeSystemEnvironmentPrivilege, SeImpersonatePrivilege, SeDelegateSessionUserImpersonatePrivilege""}]}}"
"27","27515","2021-07-28 19:33:52.0088479","4672","LogAlways","Microsoft-Windows-Security-Auditing","Security","680","876","ADDC01.testlab.local","0","","Administrative logon","TESTLAB\ADDC01$ (S-1-5-18)","","PrivilegeList: SeSecurityPrivilege, SeBackupPrivilege, SeRestorePrivilege, SeTakeOwnershipPrivilege, SeDebugPrivilege, SeSystemEnvironmentPrivilege, SeLoadDriverPrivilege, SeImpersonatePrivilege, SeDelegateSessionUserImpersonatePrivilege, SeEnableDelegationPrivilege","LogonId: 0x143953","","","","","","False","C:\Users\IR\Downloads\golden.evtx","Audit success","0","{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-18""},{""@Name"":""SubjectUserName"",""#text"":""ADDC01$""},{""@Name"":""SubjectDomainName"",""#text"":""TESTLAB""},{""@Name"":""SubjectLogonId"",""#text"":""0x143953""},{""@Name"":""PrivilegeList"",""#text"":""SeSecurityPrivilege, SeBackupPrivilege, SeRestorePrivilege, SeTakeOwnershipPrivilege, SeDebugPrivilege, SeSystemEnvironmentPrivilege, SeLoadDriverPrivilege, SeImpersonatePrivilege, SeDelegateSessionUserImpersonatePrivilege, SeEnableDelegationPrivilege""}]}}"
"28","27516","2021-07-28 19:33:52.0090235","4624","LogAlways","Microsoft-Windows-Security-Auditing","Security","680","876","ADDC01.testlab.local","0","","Successful logon","-\-"," (fe80::492:2bcc:f5ff:fffd)","Target: TESTLAB.LOCAL\ADDC01$","LogonType 3","LogonId: 0x143953","AuthenticationPackageName: Kerberos","LogonProcessName: Kerberos","","-","False","C:\Users\IR\Downloads\golden.evtx","Audit success","0","{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-0-0""},{""@Name"":""SubjectUserName"",""#text"":""-""},{""@Name"":""SubjectDomainName"",""#text"":""-""},{""@Name"":""SubjectLogonId"",""#text"":""0x0""},{""@Name"":""TargetUserSid"",""#text"":""S-1-5-18""},{""@Name"":""TargetUserName"",""#text"":""ADDC01$""},{""@Name"":""TargetDomainName"",""#text"":""TESTLAB.LOCAL""},{""@Name"":""TargetLogonId"",""#text"":""0x143953""},{""@Name"":""LogonType"",""#text"":""3""},{""@Name"":""LogonProcessName"",""#text"":""Kerberos""},{""@Name"":""AuthenticationPackageName"",""#text"":""Kerberos""},{""@Name"":""WorkstationName""},{""@Name"":""LogonGuid"",""#text"":""736bd097-206b-cbdc-4682-25f7f79be8f2""},{""@Name"":""TransmittedServices"",""#text"":""-""},{""@Name"":""LmPackageName"",""#text"":""-""},{""@Name"":""KeyLength"",""#text"":""0""},{""@Name"":""ProcessId"",""#text"":""0x0""},{""@Name"":""ProcessName"",""#text"":""-""},{""@Name"":""IpAddress"",""#text"":""fe80::492:2bcc:f5ff:fffd""},{""@Name"":""IpPort"",""#text"":""52101""},{""@Name"":""ImpersonationLevel"",""#text"":""%%1840""},{""@Name"":""RestrictedAdminMode"",""#text"":""-""},{""@Name"":""TargetOutboundUserName"",""#text"":""-""},{""@Name"":""TargetOutboundDomainName"",""#text"":""-""},{""@Name"":""VirtualAccount"",""#text"":""%%1843""},{""@Name"":""TargetLinkedLogonId"",""#text"":""0x0""},{""@Name"":""ElevatedToken"",""#text"":""%%1842""}]}}"
"29","27517","2021-07-28 19:34:02.7785948","4634","LogAlways","Microsoft-Windows-Security-Auditing","Security","680","844","ADDC01.testlab.local","0","","An account was logged off","","","Target: TESTLAB\ADDC01$","LogonType 3","LogonId: 0x143953","","","","","False","C:\Users\IR\Downloads\golden.evtx","Audit success","0","{""EventData"":{""Data"":[{""@Name"":""TargetUserSid"",""#text"":""S-1-5-18""},{""@Name"":""TargetUserName"",""#text"":""ADDC01$""},{""@Name"":""TargetDomainName"",""#text"":""TESTLAB""},{""@Name"":""TargetLogonId"",""#text"":""0x143953""},{""@Name"":""LogonType"",""#text"":""3""}]}}"
"30","27518","2021-07-28 19:34:12.1601877","4672","LogAlways","Microsoft-Windows-Security-Auditing","Security","680","2804","ADDC01.testlab.local","0","","Administrative logon","TESTLAB\ADDC01$ (S-1-5-18)","","PrivilegeList: SeSecurityPrivilege, SeBackupPrivilege, SeRestorePrivilege, SeTakeOwnershipPrivilege, SeDebugPrivilege, SeSystemEnvironmentPrivilege, SeLoadDriverPrivilege, SeImpersonatePrivilege, SeDelegateSessionUserImpersonatePrivilege, SeEnableDelegationPrivilege","LogonId: 0x143DCA","","","","","","False","C:\Users\IR\Downloads\golden.evtx","Audit success","0","{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-18""},{""@Name"":""SubjectUserName"",""#text"":""ADDC01$""},{""@Name"":""SubjectDomainName"",""#text"":""TESTLAB""},{""@Name"":""SubjectLogonId"",""#text"":""0x143DCA""},{""@Name"":""PrivilegeList"",""#text"":""SeSecurityPrivilege, SeBackupPrivilege, SeRestorePrivilege, SeTakeOwnershipPrivilege, SeDebugPrivilege, SeSystemEnvironmentPrivilege, SeLoadDriverPrivilege, SeImpersonatePrivilege, SeDelegateSessionUserImpersonatePrivilege, SeEnableDelegationPrivilege""}]}}"
"31","27519","2021-07-28 19:34:12.1603287","4624","LogAlways","Microsoft-Windows-Security-Auditing","Security","680","2804","ADDC01.testlab.local","0","","Successful logon","-\-"," (::1)","Target: TESTLAB.LOCAL\ADDC01$","LogonType 3","LogonId: 0x143DCA","AuthenticationPackageName: Kerberos","LogonProcessName: Kerberos","","-","False","C:\Users\IR\Downloads\golden.evtx","Audit success","0","{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-0-0""},{""@Name"":""SubjectUserName"",""#text"":""-""},{""@Name"":""SubjectDomainName"",""#text"":""-""},{""@Name"":""SubjectLogonId"",""#text"":""0x0""},{""@Name"":""TargetUserSid"",""#text"":""S-1-5-18""},{""@Name"":""TargetUserName"",""#text"":""ADDC01$""},{""@Name"":""TargetDomainName"",""#text"":""TESTLAB.LOCAL""},{""@Name"":""TargetLogonId"",""#text"":""0x143DCA""},{""@Name"":""LogonType"",""#text"":""3""},{""@Name"":""LogonProcessName"",""#text"":""Kerberos""},{""@Name"":""AuthenticationPackageName"",""#text"":""Kerberos""},{""@Name"":""WorkstationName""},{""@Name"":""LogonGuid"",""#text"":""04a8889f-a446-c084-eb0e-87279c4afdf3""},{""@Name"":""TransmittedServices"",""#text"":""-""},{""@Name"":""LmPackageName"",""#text"":""-""},{""@Name"":""KeyLength"",""#text"":""0""},{""@Name"":""ProcessId"",""#text"":""0x0""},{""@Name"":""ProcessName"",""#text"":""-""},{""@Name"":""IpAddress"",""#text"":""::1""},{""@Name"":""IpPort"",""#text"":""52102""},{""@Name"":""ImpersonationLevel"",""#text"":""%%1833""},{""@Name"":""RestrictedAdminMode"",""#text"":""-""},{""@Name"":""TargetOutboundUserName"",""#text"":""-""},{""@Name"":""TargetOutboundDomainName"",""#text"":""-""},{""@Name"":""VirtualAccount"",""#text"":""%%1843""},{""@Name"":""TargetLinkedLogonId"",""#text"":""0x0""},{""@Name"":""ElevatedToken"",""#text"":""%%1842""}]}}"
"32","27520","2021-07-28 19:34:12.1620077","4634","LogAlways","Microsoft-Windows-Security-Auditing","Security","680","876","ADDC01.testlab.local","0","","An account was logged off","","","Target: TESTLAB\ADDC01$","LogonType 3","LogonId: 0x143DCA","","","","","False","C:\Users\IR\Downloads\golden.evtx","Audit success","0","{""EventData"":{""Data"":[{""@Name"":""TargetUserSid"",""#text"":""S-1-5-18""},{""@Name"":""TargetUserName"",""#text"":""ADDC01$""},{""@Name"":""TargetDomainName"",""#text"":""TESTLAB""},{""@Name"":""TargetLogonId"",""#text"":""0x143DCA""},{""@Name"":""LogonType"",""#text"":""3""}]}}"
"33","27521","2021-07-28 19:34:15.8675951","4672","LogAlways","Microsoft-Windows-Security-Auditing","Security","680","2804","ADDC01.testlab.local","0","","Administrative logon","TESTLAB\ADDC01$ (S-1-5-18)","","PrivilegeList: SeSecurityPrivilege, SeBackupPrivilege, SeRestorePrivilege, SeTakeOwnershipPrivilege, SeDebugPrivilege, SeSystemEnvironmentPrivilege, SeLoadDriverPrivilege, SeImpersonatePrivilege, SeDelegateSessionUserImpersonatePrivilege, SeEnableDelegationPrivilege","LogonId: 0x143F0A","","","","","","False","C:\Users\IR\Downloads\golden.evtx","Audit success","0","{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-18""},{""@Name"":""SubjectUserName"",""#text"":""ADDC01$""},{""@Name"":""SubjectDomainName"",""#text"":""TESTLAB""},{""@Name"":""SubjectLogonId"",""#text"":""0x143F0A""},{""@Name"":""PrivilegeList"",""#text"":""SeSecurityPrivilege, SeBackupPrivilege, SeRestorePrivilege, SeTakeOwnershipPrivilege, SeDebugPrivilege, SeSystemEnvironmentPrivilege, SeLoadDriverPrivilege, SeImpersonatePrivilege, SeDelegateSessionUserImpersonatePrivilege, SeEnableDelegationPrivilege""}]}}"
"34","27522","2021-07-28 19:34:15.8676745","4624","LogAlways","Microsoft-Windows-Security-Auditing","Security","680","2804","ADDC01.testlab.local","0","","Successful logon","-\-"," (fe80::492:2bcc:f5ff:fffd)","Target: TESTLAB.LOCAL\ADDC01$","LogonType 3","LogonId: 0x143F0A","AuthenticationPackageName: Kerberos","LogonProcessName: Kerberos","","-","False","C:\Users\IR\Downloads\golden.evtx","Audit success","0","{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-0-0""},{""@Name"":""SubjectUserName"",""#text"":""-""},{""@Name"":""SubjectDomainName"",""#text"":""-""},{""@Name"":""SubjectLogonId"",""#text"":""0x0""},{""@Name"":""TargetUserSid"",""#text"":""S-1-5-18""},{""@Name"":""TargetUserName"",""#text"":""ADDC01$""},{""@Name"":""TargetDomainName"",""#text"":""TESTLAB.LOCAL""},{""@Name"":""TargetLogonId"",""#text"":""0x143F0A""},{""@Name"":""LogonType"",""#text"":""3""},{""@Name"":""LogonProcessName"",""#text"":""Kerberos""},{""@Name"":""AuthenticationPackageName"",""#text"":""Kerberos""},{""@Name"":""WorkstationName""},{""@Name"":""LogonGuid"",""#text"":""04a8889f-a446-c084-eb0e-87279c4afdf3""},{""@Name"":""TransmittedServices"",""#text"":""-""},{""@Name"":""LmPackageName"",""#text"":""-""},{""@Name"":""KeyLength"",""#text"":""0""},{""@Name"":""ProcessId"",""#text"":""0x0""},{""@Name"":""ProcessName"",""#text"":""-""},{""@Name"":""IpAddress"",""#text"":""fe80::492:2bcc:f5ff:fffd""},{""@Name"":""IpPort"",""#text"":""52104""},{""@Name"":""ImpersonationLevel"",""#text"":""%%1833""},{""@Name"":""RestrictedAdminMode"",""#text"":""-""},{""@Name"":""TargetOutboundUserName"",""#text"":""-""},{""@Name"":""TargetOutboundDomainName"",""#text"":""-""},{""@Name"":""VirtualAccount"",""#text"":""%%1843""},{""@Name"":""TargetLinkedLogonId"",""#text"":""0x0""},{""@Name"":""ElevatedToken"",""#text"":""%%1842""}]}}"
"35","27523","2021-07-28 19:34:15.8736219","4634","LogAlways","Microsoft-Windows-Security-Auditing","Security","680","876","ADDC01.testlab.local","0","","An account was logged off","","","Target: TESTLAB\ADDC01$","LogonType 3","LogonId: 0x143F0A","","","","","False","C:\Users\IR\Downloads\golden.evtx","Audit success","0","{""EventData"":{""Data"":[{""@Name"":""TargetUserSid"",""#text"":""S-1-5-18""},{""@Name"":""TargetUserName"",""#text"":""ADDC01$""},{""@Name"":""TargetDomainName"",""#text"":""TESTLAB""},{""@Name"":""TargetLogonId"",""#text"":""0x143F0A""},{""@Name"":""LogonType"",""#text"":""3""}]}}"
"36","27524","2021-07-28 19:34:15.8751173","4672","LogAlways","Microsoft-Windows-Security-Auditing","Security","680","1564","ADDC01.testlab.local","0","","Administrative logon","TESTLAB\ADDC01$ (S-1-5-18)","","PrivilegeList: SeSecurityPrivilege, SeBackupPrivilege, SeRestorePrivilege, SeTakeOwnershipPrivilege, SeDebugPrivilege, SeSystemEnvironmentPrivilege, SeLoadDriverPrivilege, SeImpersonatePrivilege, SeDelegateSessionUserImpersonatePrivilege, SeEnableDelegationPrivilege","LogonId: 0x143F73","","","","","","False","C:\Users\IR\Downloads\golden.evtx","Audit success","0","{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-18""},{""@Name"":""SubjectUserName"",""#text"":""ADDC01$""},{""@Name"":""SubjectDomainName"",""#text"":""TESTLAB""},{""@Name"":""SubjectLogonId"",""#text"":""0x143F73""},{""@Name"":""PrivilegeList"",""#text"":""SeSecurityPrivilege, SeBackupPrivilege, SeRestorePrivilege, SeTakeOwnershipPrivilege, SeDebugPrivilege, SeSystemEnvironmentPrivilege, SeLoadDriverPrivilege, SeImpersonatePrivilege, SeDelegateSessionUserImpersonatePrivilege, SeEnableDelegationPrivilege""}]}}"
"37","27525","2021-07-28 19:34:15.8752028","4624","LogAlways","Microsoft-Windows-Security-Auditing","Security","680","1564","ADDC01.testlab.local","0","","Successful logon","-\-"," (fe80::492:2bcc:f5ff:fffd)","Target: TESTLAB.LOCAL\ADDC01$","LogonType 3","LogonId: 0x143F73","AuthenticationPackageName: Kerberos","LogonProcessName: Kerberos","","-","False","C:\Users\IR\Downloads\golden.evtx","Audit success","0","{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-0-0""},{""@Name"":""SubjectUserName"",""#text"":""-""},{""@Name"":""SubjectDomainName"",""#text"":""-""},{""@Name"":""SubjectLogonId"",""#text"":""0x0""},{""@Name"":""TargetUserSid"",""#text"":""S-1-5-18""},{""@Name"":""TargetUserName"",""#text"":""ADDC01$""},{""@Name"":""TargetDomainName"",""#text"":""TESTLAB.LOCAL""},{""@Name"":""TargetLogonId"",""#text"":""0x143F73""},{""@Name"":""LogonType"",""#text"":""3""},{""@Name"":""LogonProcessName"",""#text"":""Kerberos""},{""@Name"":""AuthenticationPackageName"",""#text"":""Kerberos""},{""@Name"":""WorkstationName""},{""@Name"":""LogonGuid"",""#text"":""04a8889f-a446-c084-eb0e-87279c4afdf3""},{""@Name"":""TransmittedServices"",""#text"":""-""},{""@Name"":""LmPackageName"",""#text"":""-""},{""@Name"":""KeyLength"",""#text"":""0""},{""@Name"":""ProcessId"",""#text"":""0x0""},{""@Name"":""ProcessName"",""#text"":""-""},{""@Name"":""IpAddress"",""#text"":""fe80::492:2bcc:f5ff:fffd""},{""@Name"":""IpPort"",""#text"":""52105""},{""@Name"":""ImpersonationLevel"",""#text"":""%%1833""},{""@Name"":""RestrictedAdminMode"",""#text"":""-""},{""@Name"":""TargetOutboundUserName"",""#text"":""-""},{""@Name"":""TargetOutboundDomainName"",""#text"":""-""},{""@Name"":""VirtualAccount"",""#text"":""%%1843""},{""@Name"":""TargetLinkedLogonId"",""#text"":""0x0""},{""@Name"":""ElevatedToken"",""#text"":""%%1842""}]}}"
